date,prcp(mm/day),tmax(C),tmin(C),QObs(mm/d),user_data
1999-11-20,0.0,6.35,-1.09,1.1765,"Not a drop of rain today; it feels like the area could use some moisture. A steady, noticeable flow in the river brought life to the scene."
1999-11-21,7.53,12.03,0.68,1.5698,"The rain poured down heavily, soaking everything in sight. The river was lively today, flowing with moderate energy."
1999-11-22,0.0,9.48,0.94,1.8742,"Not a drop of rain today; it feels like the area could use some moisture. A healthy flow in the river, moving at a balanced pace."
1999-11-23,0.0,12.03,1.05,1.6142,"A completely dry day—no signs of rain. The river seemed vibrant, moving along with moderate strength."
1999-11-24,0.0,14.6,-0.44,1.4334,"Not a drop of rain today; it feels like the area could use some moisture. A steady, noticeable flow in the river brought life to the scene."
1999-11-25,2.78,12.38,2.28,1.3541,"Enough rain fell to give the plants a good drink. The river seemed vibrant, moving along with moderate strength."
1999-11-26,3.71,5.99,-2.42,1.297,"The rain poured down heavily, soaking everything in sight. The river seemed vibrant, moving along with moderate strength."
1999-11-27,13.89,12.74,-0.62,3.1015,"A strong rainfall today, making the landscape feel lush and saturated. It flowed fast today, with strong, surging energy."
1999-11-28,16.38,12.76,-0.67,6.6279,"The rain came down hard, flooding the usual spots. It flowed fast today, with strong, surging energy."
1999-11-29,0.0,4.64,-2.77,4.2178,Skies were clear all day; no rain touched the ground. The river rushed past with powerful currents.
1999-11-30,0.0,2.81,-9.28,2.8636,"With no rain around, everything seems a bit dusty. The river rushed past with powerful currents."
1999-12-01,0.0,-0.93,-11.88,2.1501,"Not a drop of rain today; it feels like the area could use some moisture. The river was lively today, flowing with moderate energy."
1999-12-02,0.0,-2.88,-11.17,1.7125,"Not a drop of rain today; it feels like the area could use some moisture. The river was lively today, flowing with moderate energy."
1999-12-03,0.0,2.19,-8.83,1.5856,"Not a drop of rain today; it feels like the area could use some moisture. A healthy flow in the river, moving at a balanced pace."
1999-12-04,0.85,3.42,-5.11,1.4588,"The rain was so light, it hardly made a difference. The river seemed vibrant, moving along with moderate strength."
1999-12-05,1.65,3.9,0.28,1.4271,"A decent rainfall that left the ground well-soaked. The river was lively today, flowing with moderate energy."
1999-12-06,0.0,8.94,2.11,1.4271,"With no rain around, everything seems a bit dusty. A steady, noticeable flow in the river brought life to the scene."
1999-12-07,6.21,9.95,3.61,1.8108,"The rain came down hard, flooding the usual spots. A healthy flow in the river, moving at a balanced pace."
1999-12-08,14.73,4.51,-0.49,3.0159,"The rain came down hard, flooding the usual spots. A fast-moving river today, splashing along with vigor."
1999-12-09,0.0,1.94,-5.17,2.3531,"Skies were clear all day; no rain touched the ground. A healthy flow in the river, moving at a balanced pace."
1999-12-10,0.0,3.3,-6.48,1.9154,"With no rain around, everything seems a bit dusty. The river was lively today, flowing with moderate energy."
1999-12-11,13.15,4.24,-4.61,2.6956,"A strong rainfall today, making the landscape feel lush and saturated. The river rushed past with powerful currents."
1999-12-12,11.15,0.3,-2.73,2.9239,"A strong rainfall today, making the landscape feel lush and saturated. It flowed fast today, with strong, surging energy."
1999-12-13,0.0,2.79,-0.35,2.5814,"Skies were clear all day; no rain touched the ground. It flowed fast today, with strong, surging energy."
1999-12-14,0.96,2.1,-1.18,2.2865,"A bit of drizzle came down, just enough to be felt. The river seemed vibrant, moving along with moderate strength."
1999-12-15,0.0,2.58,-4.08,1.9947,"Skies were clear all day; no rain touched the ground. A steady, noticeable flow in the river brought life to the scene."
1999-12-16,3.63,0.35,-5.91,1.7442,"It rained quite heavily, leaving deep puddles around. The river seemed vibrant, moving along with moderate strength."
1999-12-17,2.65,3.23,-1.92,1.8393,"Some steady rain brought a refreshing feel to the surroundings. The river was lively today, flowing with moderate energy."
1999-12-18,0.0,0.58,-10.46,1.5539,"A completely dry day—no signs of rain. The river was lively today, flowing with moderate energy."
1999-12-19,0.0,-4.68,-15.16,1.5222,"With no rain around, everything seems a bit dusty. The river was lively today, flowing with moderate energy."
1999-12-20,0.0,-3.36,-16.13,1.4746,"With no rain around, everything seems a bit dusty. A steady, noticeable flow in the river brought life to the scene."
1999-12-21,17.86,1.73,-14.95,1.5856,"The rain poured down heavily, soaking everything in sight. The river seemed vibrant, moving along with moderate strength."
1999-12-22,0.0,1.88,-6.51,1.7442,"Not a drop of rain today; it feels like the area could use some moisture. The river seemed vibrant, moving along with moderate strength."
1999-12-23,0.0,-3.77,-11.78,1.4588,"A completely dry day—no signs of rain. A healthy flow in the river, moving at a balanced pace."
1999-12-24,0.0,-4.26,-14.72,1.3002,"Not a drop of rain today; it feels like the area could use some moisture. The river was lively today, flowing with moderate energy."
1999-12-25,0.0,-9.84,-17.75,1.1099,"A completely dry day—no signs of rain. The river was lively today, flowing with moderate energy."
1999-12-26,0.0,-7.84,-17.24,0.9672,"With no rain around, everything seems a bit dusty. The river flowed gently, enough to keep the water clear."
1999-12-27,0.0,-4.09,-13.4,0.8816,Skies were clear all day; no rain touched the ground. A smooth and gentle flow was visible in the river today.
1999-12-28,0.0,-10.17,-18.11,0.8309,"Not a drop of rain today; it feels like the area could use some moisture. The river flowed gently, enough to keep the water clear."
1999-12-29,0.0,-10.02,-18.24,0.7865,"Not a drop of rain today; it feels like the area could use some moisture. The river flowed gently, enough to keep the water clear."
1999-12-30,2.0,-5.66,-14.6,0.7199,"A decent rainfall that left the ground well-soaked. The river moved along quietly, with a gentle, relaxed flow."
1999-12-31,0.0,1.05,-17.89,0.6882,Not a drop of rain today; it feels like the area could use some moisture. A smooth and gentle flow was visible in the river today.
2000-01-01,0.0,-8.73,-19.41,0.6691,"Skies were clear all day; no rain touched the ground. With a quiet pace, the river meandered gently along."
2000-01-02,0.0,-1.39,-13.06,0.6279,"With no rain around, everything seems a bit dusty. A smooth and gentle flow was visible in the river today."
2000-01-03,3.55,5.5,-5.14,0.593,"The rain came down hard, flooding the usual spots. The river flowed gently, enough to keep the water clear."
2000-01-04,6.94,7.64,-5.74,0.5486,"It rained quite heavily, leaving deep puddles around. With a quiet pace, the river meandered gently along."
2000-01-05,10.92,3.02,-7.59,0.5708,"The rain poured down heavily, soaking everything in sight. The river flowed gently, enough to keep the water clear."
2000-01-06,0.0,-6.02,-16.25,0.5899,"Not a drop of rain today; it feels like the area could use some moisture. With a quiet pace, the river meandered gently along."
2000-01-07,0.0,-4.54,-14.42,0.5518,"A completely dry day—no signs of rain. The river flowed gently, enough to keep the water clear."
2000-01-08,3.66,-1.55,-8.62,0.5106,"The rain came down hard, flooding the usual spots. The river moved along quietly, with a gentle, relaxed flow."
2000-01-09,0.0,-3.94,-11.09,0.4725,"Not a drop of rain today; it feels like the area could use some moisture. The river looked quiet today, with hardly any flow."
2000-01-10,0.0,2.03,-8.18,0.4598,"Skies were clear all day; no rain touched the ground. A calm river today, trickling at a very slow pace."
2000-01-11,20.0,2.36,-6.91,0.5137,"A strong rainfall today, making the landscape feel lush and saturated. A smooth and gentle flow was visible in the river today."
2000-01-12,0.0,6.1,-4.92,0.7262,"Skies were clear all day; no rain touched the ground. The river flowed gently, enough to keep the water clear."
2000-01-13,0.0,-3.05,-14.74,0.7579,"Not a drop of rain today; it feels like the area could use some moisture. The river moved along quietly, with a gentle, relaxed flow."
2000-01-14,0.0,-10.81,-22.68,0.612,A completely dry day—no signs of rain. A smooth and gentle flow was visible in the river today.
2000-01-15,0.0,-17.08,-25.13,0.5359,A completely dry day—no signs of rain. A smooth and gentle flow was visible in the river today.
2000-01-16,3.13,-14.37,-24.94,0.4915,"A decent rainfall that left the ground well-soaked. Slow and still, the river's flow was almost unnoticeable."
2000-01-17,11.16,-7.27,-19.91,0.463,"A strong rainfall today, making the landscape feel lush and saturated. The river was barely moving; it seemed almost stagnant."
2000-01-18,0.0,-15.02,-23.67,0.444,"Skies were clear all day; no rain touched the ground. A calm river today, trickling at a very slow pace."
2000-01-19,0.0,-13.21,-26.67,0.4376,Not a drop of rain today; it feels like the area could use some moisture. The river was barely moving; it seemed almost stagnant.
2000-01-20,0.0,-9.49,-28.13,0.4249,"Not a drop of rain today; it feels like the area could use some moisture. Slow and still, the river's flow was almost unnoticeable."
2000-01-21,2.21,-9.29,-27.16,0.4186,"The rain today was steady but not overwhelming, just enough to freshen things up. A calm river today, trickling at a very slow pace."
2000-01-22,3.97,-12.61,-22.68,0.4154,"The rain poured down heavily, soaking everything in sight. Slow and still, the river's flow was almost unnoticeable."
2000-01-23,0.0,-18.24,-24.88,0.4123,"Skies were clear all day; no rain touched the ground. Slow and still, the river's flow was almost unnoticeable."
2000-01-24,0.12,-9.78,-22.87,0.4091,"Not a drop of rain today; it feels like the area could use some moisture. The river looked quiet today, with hardly any flow."
2000-01-25,0.0,-4.75,-18.71,0.4059,A completely dry day—no signs of rain. The river was barely moving; it seemed almost stagnant.
2000-01-26,22.01,-3.35,-16.66,0.4186,"It rained quite heavily, leaving deep puddles around. The river looked quiet today, with hardly any flow."
2000-01-27,3.86,-2.36,-15.1,0.4376,"It rained quite heavily, leaving deep puddles around. Slow and still, the river's flow was almost unnoticeable."
2000-01-28,0.0,-10.08,-19.77,0.4567,"With no rain around, everything seems a bit dusty. The river was barely moving; it seemed almost stagnant."
2000-01-29,0.09,-14.54,-20.27,0.4345,"A completely dry day—no signs of rain. Slow and still, the river's flow was almost unnoticeable."
2000-01-30,0.0,-5.17,-16.8,0.4186,"A completely dry day—no signs of rain. Slow and still, the river's flow was almost unnoticeable."
2000-01-31,0.0,2.89,-14.3,0.4345,"Not a drop of rain today; it feels like the area could use some moisture. The river looked quiet today, with hardly any flow."
2000-02-01,11.97,-1.09,-6.77,0.4693,"The rain poured down heavily, soaking everything in sight. The river looked quiet today, with hardly any flow."
2000-02-02,0.0,-0.74,-14.07,0.4725,"Not a drop of rain today; it feels like the area could use some moisture. The river looked quiet today, with hardly any flow."
2000-02-03,0.0,-11.53,-16.13,0.4408,"Not a drop of rain today; it feels like the area could use some moisture. Slow and still, the river's flow was almost unnoticeable."
2000-02-04,0.0,-8.38,-25.09,0.4154,"A completely dry day—no signs of rain. A calm river today, trickling at a very slow pace."
2000-02-05,0.0,-6.26,-26.58,0.3964,"With no rain around, everything seems a bit dusty. A calm river today, trickling at a very slow pace."
2000-02-06,0.0,-3.44,-26.1,0.3805,A completely dry day—no signs of rain. The river was barely moving; it seemed almost stagnant.
2000-02-07,0.0,-8.53,-18.23,0.3647,"Not a drop of rain today; it feels like the area could use some moisture. The river looked quiet today, with hardly any flow."
2000-02-08,0.0,-1.75,-20.05,0.3488,"With no rain around, everything seems a bit dusty. The river was barely moving; it seemed almost stagnant."
2000-02-09,0.0,-7.92,-19.94,0.333,"With no rain around, everything seems a bit dusty. Slow and still, the river's flow was almost unnoticeable."
2000-02-10,0.0,-1.08,-12.52,0.3235,"Not a drop of rain today; it feels like the area could use some moisture. Slow and still, the river's flow was almost unnoticeable."
2000-02-11,9.1,-4.44,-14.77,0.3171,"It rained quite heavily, leaving deep puddles around. The river looked quiet today, with hardly any flow."
2000-02-12,8.17,-3.53,-17.28,0.314,"It rained quite heavily, leaving deep puddles around. The river was barely moving; it seemed almost stagnant."
2000-02-13,0.0,-8.43,-27.63,0.3108,"With no rain around, everything seems a bit dusty. A calm river today, trickling at a very slow pace."
2000-02-14,10.62,-2.36,-25.96,0.3076,"The rain came down hard, flooding the usual spots. A calm river today, trickling at a very slow pace."
2000-02-15,22.63,-3.98,-9.69,0.4123,"It rained quite heavily, leaving deep puddles around. The river looked quiet today, with hardly any flow."
2000-02-16,0.0,-2.65,-14.19,0.3932,"A completely dry day—no signs of rain. A calm river today, trickling at a very slow pace."
2000-02-17,5.32,-2.05,-16.47,0.3774,"The rain poured down heavily, soaking everything in sight. Slow and still, the river's flow was almost unnoticeable."
2000-02-18,0.0,-12.8,-28.06,0.3742,"Not a drop of rain today; it feels like the area could use some moisture. A calm river today, trickling at a very slow pace."
2000-02-19,6.33,-6.58,-27.65,0.3901,"The rain came down hard, flooding the usual spots. The river looked quiet today, with hardly any flow."
2000-02-20,2.07,-2.33,-15.81,0.3837,Enough rain fell to give the plants a good drink. The river was barely moving; it seemed almost stagnant.
2000-02-21,0.0,-1.55,-14.99,0.3774,"With no rain around, everything seems a bit dusty. A calm river today, trickling at a very slow pace."
2000-02-22,0.0,-4.17,-20.85,0.371,A completely dry day—no signs of rain. The river was barely moving; it seemed almost stagnant.
2000-02-23,0.0,-0.68,-16.15,0.3615,"With no rain around, everything seems a bit dusty. The river looked quiet today, with hardly any flow."
2000-02-24,0.0,7.16,-5.1,0.3584,"Skies were clear all day; no rain touched the ground. Slow and still, the river's flow was almost unnoticeable."
2000-02-25,0.0,9.91,-4.51,0.3584,"A completely dry day—no signs of rain. Slow and still, the river's flow was almost unnoticeable."
2000-02-26,0.0,2.12,-11.6,0.4091,"With no rain around, everything seems a bit dusty. Slow and still, the river's flow was almost unnoticeable."
2000-02-27,0.0,2.29,-4.9,0.3869,"Skies were clear all day; no rain touched the ground. The river looked quiet today, with hardly any flow."
2000-02-28,5.08,9.0,0.46,0.555,"A strong rainfall today, making the landscape feel lush and saturated. A smooth and gentle flow was visible in the river today."
2000-02-29,15.8,6.34,-3.33,1.0148,"It rained quite heavily, leaving deep puddles around. A steady, noticeable flow in the river brought life to the scene."
2000-03-01,0.0,0.94,-6.42,2.537,"Not a drop of rain today; it feels like the area could use some moisture. The river moved swiftly, carrying debris in its strong currents."
2000-03-02,2.41,6.95,-6.2,2.3784,"A decent rainfall that left the ground well-soaked. A healthy flow in the river, moving at a balanced pace."
2000-03-03,5.65,1.85,-1.74,1.8076,"It rained quite heavily, leaving deep puddles around. A steady, noticeable flow in the river brought life to the scene."
2000-03-04,1.19,1.46,-2.46,1.3953,"Barely any rain fell; it just barely dampened the ground. The river seemed vibrant, moving along with moderate strength."
2000-03-05,0.0,1.69,-5.08,1.2051,"Skies were clear all day; no rain touched the ground. A healthy flow in the river, moving at a balanced pace."
2000-03-06,0.0,2.5,-4.5,1.0148,"Not a drop of rain today; it feels like the area could use some moisture. A steady, noticeable flow in the river brought life to the scene."
2000-03-07,0.0,1.77,-5.54,0.9672,"With no rain around, everything seems a bit dusty. The river moved along quietly, with a gentle, relaxed flow."
2000-03-08,0.0,7.98,-6.65,0.9514,"Skies were clear all day; no rain touched the ground. The river flowed gently, enough to keep the water clear."
2000-03-09,0.0,6.72,-6.29,0.9482,"With no rain around, everything seems a bit dusty. A smooth and gentle flow was visible in the river today."
2000-03-10,3.55,10.49,-6.19,1.2685,"It rained quite heavily, leaving deep puddles around. The river was lively today, flowing with moderate energy."
2000-03-11,0.0,-0.11,-8.42,1.3319,"With no rain around, everything seems a bit dusty. A healthy flow in the river, moving at a balanced pace."
2000-03-12,17.51,-2.64,-8.33,1.3002,"It rained quite heavily, leaving deep puddles around. The river was lively today, flowing with moderate energy."
2000-03-13,12.13,-0.08,-9.32,1.3002,"The rain poured down heavily, soaking everything in sight. The river seemed vibrant, moving along with moderate strength."
2000-03-14,0.0,-2.68,-21.47,1.2368,"Not a drop of rain today; it feels like the area could use some moisture. The river seemed vibrant, moving along with moderate strength."
2000-03-15,0.0,1.18,-19.21,1.1892,"With no rain around, everything seems a bit dusty. A healthy flow in the river, moving at a balanced pace."
2000-03-16,0.0,9.28,-4.38,1.2209,"With no rain around, everything seems a bit dusty. A healthy flow in the river, moving at a balanced pace."
2000-03-17,8.56,9.73,-8.17,1.4112,"The rain came down hard, flooding the usual spots. A healthy flow in the river, moving at a balanced pace."
2000-03-18,1.22,-4.24,-16.44,1.2685,"The rain was so light, it hardly made a difference. The river was lively today, flowing with moderate energy."
2000-03-19,0.0,-0.82,-18.17,1.1575,"Skies were clear all day; no rain touched the ground. The river was lively today, flowing with moderate energy."
2000-03-20,0.0,4.09,-14.84,1.0941,"With no rain around, everything seems a bit dusty. A steady, noticeable flow in the river brought life to the scene."
2000-03-21,0.0,5.85,-10.12,1.0624,"Skies were clear all day; no rain touched the ground. A steady, noticeable flow in the river brought life to the scene."
2000-03-22,0.0,10.0,-7.58,1.1734,"A completely dry day—no signs of rain. The river was lively today, flowing with moderate energy."
2000-03-23,0.0,11.36,-5.4,1.4271,"Skies were clear all day; no rain touched the ground. The river was lively today, flowing with moderate energy."
2000-03-24,0.0,14.05,-4.56,2.4101,"A completely dry day—no signs of rain. The river was lively today, flowing with moderate energy."
2000-03-25,0.0,9.57,-6.02,3.3298,Skies were clear all day; no rain touched the ground. The river rushed past with powerful currents.
2000-03-26,1.95,9.82,-3.39,4.4397,"A decent rainfall that left the ground well-soaked. It flowed fast today, with strong, surging energy."
2000-03-27,0.0,13.14,-1.78,5.7082,A completely dry day—no signs of rain. The river rushed past with powerful currents.
2000-03-28,0.0,11.53,-1.09,8.8795,"Not a drop of rain today; it feels like the area could use some moisture. A fast-moving river today, splashing along with vigor."
2000-03-29,44.56,8.26,-0.73,28.6363,"It rained quite heavily, leaving deep puddles around. The river moved swiftly, carrying debris in its strong currents."
2000-03-30,5.54,7.61,-1.54,20.3594,"A strong rainfall today, making the landscape feel lush and saturated. A fast-moving river today, splashing along with vigor."
2000-03-31,0.0,6.98,-2.75,12.5581,"With no rain around, everything seems a bit dusty. It flowed fast today, with strong, surging energy."
2000-04-01,0.0,6.1,-2.7,8.8795,"With no rain around, everything seems a bit dusty. The river moved swiftly, carrying debris in its strong currents."
2000-04-02,0.0,10.67,-0.74,8.7526,"Not a drop of rain today; it feels like the area could use some moisture. The river moved swiftly, carrying debris in its strong currents."
2000-04-03,5.56,12.5,-0.06,10.0211,"It rained quite heavily, leaving deep puddles around. A fast-moving river today, splashing along with vigor."
2000-04-04,11.4,10.88,0.0,13.5095,"A strong rainfall today, making the landscape feel lush and saturated. The river rushed past with powerful currents."
2000-04-05,13.59,8.46,2.59,16.871,"A strong rainfall today, making the landscape feel lush and saturated. A fast-moving river today, splashing along with vigor."
2000-04-06,0.0,5.05,-2.62,11.6385,"A completely dry day—no signs of rain. The river moved swiftly, carrying debris in its strong currents."
2000-04-07,2.79,7.83,-1.83,7.9598,"Enough rain fell to give the plants a good drink. A fast-moving river today, splashing along with vigor."
2000-04-08,5.88,6.73,-1.06,6.5962,"The rain came down hard, flooding the usual spots. The river moved swiftly, carrying debris in its strong currents."
2000-04-09,20.64,12.39,1.02,18.1712,"A strong rainfall today, making the landscape feel lush and saturated. The river rushed past with powerful currents."
2000-04-10,19.41,11.91,-3.63,28.7949,"It rained quite heavily, leaving deep puddles around. A fast-moving river today, splashing along with vigor."
2000-04-11,0.0,3.01,-5.35,13.1924,Skies were clear all day; no rain touched the ground. The river rushed past with powerful currents.
2000-04-12,10.42,5.07,-2.91,8.2452,"The rain poured down heavily, soaking everything in sight. It flowed fast today, with strong, surging energy."
2000-04-13,0.71,3.17,-5.55,6.4376,"The rain was so light, it hardly made a difference. The river rushed past with powerful currents."
2000-04-14,0.0,4.15,-7.5,4.9471,"Not a drop of rain today; it feels like the area could use some moisture. A fast-moving river today, splashing along with vigor."
2000-04-15,0.0,11.42,-7.29,4.2495,"With no rain around, everything seems a bit dusty. A fast-moving river today, splashing along with vigor."
2000-04-16,0.0,21.76,2.12,4.3446,"With no rain around, everything seems a bit dusty. It flowed fast today, with strong, surging energy."
2000-04-17,0.0,9.57,-5.42,3.9641,"Not a drop of rain today; it feels like the area could use some moisture. It flowed fast today, with strong, surging energy."
2000-04-18,0.0,6.88,-5.11,3.2664,A completely dry day—no signs of rain. The river rushed past with powerful currents.
2000-04-19,0.0,10.45,-4.14,2.7653,"With no rain around, everything seems a bit dusty. The river rushed past with powerful currents."
2000-04-20,0.0,5.98,1.05,2.4863,"Skies were clear all day; no rain touched the ground. A steady, noticeable flow in the river brought life to the scene."
2000-04-21,0.0,12.69,1.08,2.3055,"Not a drop of rain today; it feels like the area could use some moisture. A healthy flow in the river, moving at a balanced pace."
2000-04-22,6.73,8.48,-0.89,2.575,"The rain poured down heavily, soaking everything in sight. A fast-moving river today, splashing along with vigor."
2000-04-23,31.2,1.2,-0.32,10.7188,"The rain came down hard, flooding the usual spots. It flowed fast today, with strong, surging energy."
2000-04-24,35.23,3.65,0.17,25.3382,"A strong rainfall today, making the landscape feel lush and saturated. The river rushed past with powerful currents."
2000-04-25,6.03,4.46,-3.23,16.9344,"The rain came down hard, flooding the usual spots. It flowed fast today, with strong, surging energy."
2000-04-26,0.0,6.8,-2.77,9.038,Not a drop of rain today; it feels like the area could use some moisture. The river rushed past with powerful currents.
2000-04-27,1.82,10.27,-2.18,6.0254,A decent rainfall that left the ground well-soaked. The river rushed past with powerful currents.
2000-04-28,1.0,3.7,-1.59,4.6934,"A bit of drizzle came down, just enough to be felt. It flowed fast today, with strong, surging energy."
2000-04-29,0.0,7.9,-2.98,3.8055,"Not a drop of rain today; it feels like the area could use some moisture. The river moved swiftly, carrying debris in its strong currents."
2000-04-30,2.83,19.5,-2.29,3.2347,Some steady rain brought a refreshing feel to the surroundings. The river rushed past with powerful currents.
2000-05-01,0.08,11.17,-4.12,2.7241,"A completely dry day—no signs of rain. The river moved swiftly, carrying debris in its strong currents."
2000-05-02,3.19,14.75,-1.62,2.3689,"Some steady rain brought a refreshing feel to the surroundings. The river seemed vibrant, moving along with moderate strength."
2000-05-03,0.0,12.09,-3.16,2.0613,"A completely dry day—no signs of rain. A steady, noticeable flow in the river brought life to the scene."
2000-05-04,0.0,16.2,-2.17,1.7696,"Skies were clear all day; no rain touched the ground. A steady, noticeable flow in the river brought life to the scene."
2000-05-05,0.0,20.31,0.83,1.5729,"Skies were clear all day; no rain touched the ground. The river seemed vibrant, moving along with moderate strength."
2000-05-06,0.0,23.22,2.2,1.4017,"With no rain around, everything seems a bit dusty. A healthy flow in the river, moving at a balanced pace."
2000-05-07,2.89,18.22,4.03,1.3446,"Enough rain fell to give the plants a good drink. The river was lively today, flowing with moderate energy."
2000-05-08,9.24,26.86,7.93,1.8869,"The rain poured down heavily, soaking everything in sight. A healthy flow in the river, moving at a balanced pace."
2000-05-09,16.22,22.58,8.85,3.1617,"The rain came down hard, flooding the usual spots. It flowed fast today, with strong, surging energy."
2000-05-10,15.79,9.84,1.2,6.3742,"The rain poured down heavily, soaking everything in sight. The river rushed past with powerful currents."
2000-05-11,15.78,4.77,1.22,7.2939,"A strong rainfall today, making the landscape feel lush and saturated. The river moved swiftly, carrying debris in its strong currents."
2000-05-12,7.2,8.43,2.32,6.945,"A strong rainfall today, making the landscape feel lush and saturated. It flowed fast today, with strong, surging energy."
2000-05-13,0.0,17.97,2.74,4.6934,"Skies were clear all day; no rain touched the ground. A fast-moving river today, splashing along with vigor."
2000-05-14,14.43,12.68,4.63,6.4376,"It rained quite heavily, leaving deep puddles around. A fast-moving river today, splashing along with vigor."
2000-05-15,0.0,19.92,4.39,6.1205,"With no rain around, everything seems a bit dusty. The river rushed past with powerful currents."
2000-05-16,0.0,14.99,0.71,4.1543,Skies were clear all day; no rain touched the ground. The river rushed past with powerful currents.
2000-05-17,1.39,16.12,2.38,3.13,"A bit of drizzle came down, just enough to be felt. The river moved swiftly, carrying debris in its strong currents."
2000-05-18,0.0,19.37,5.04,2.5909,Not a drop of rain today; it feels like the area could use some moisture. The river rushed past with powerful currents.
2000-05-19,10.15,15.68,0.91,3.2664,"It rained quite heavily, leaving deep puddles around. The river moved swiftly, carrying debris in its strong currents."
2000-05-20,0.0,12.42,-1.95,2.7622,"Not a drop of rain today; it feels like the area could use some moisture. The river moved swiftly, carrying debris in its strong currents."
2000-05-21,0.0,18.65,1.54,2.2167,"Not a drop of rain today; it feels like the area could use some moisture. The river seemed vibrant, moving along with moderate strength."
2000-05-22,0.0,17.27,5.74,1.8298,"Skies were clear all day; no rain touched the ground. A healthy flow in the river, moving at a balanced pace."
2000-05-23,0.0,18.04,6.47,1.5951,"Not a drop of rain today; it feels like the area could use some moisture. A healthy flow in the river, moving at a balanced pace."
2000-05-24,2.95,12.15,5.62,1.5698,"Enough rain fell to give the plants a good drink. The river seemed vibrant, moving along with moderate strength."
2000-05-25,11.24,8.99,5.83,2.3372,"The rain came down hard, flooding the usual spots. The river seemed vibrant, moving along with moderate strength."
2000-05-26,4.43,12.13,5.93,2.2738,"The rain came down hard, flooding the usual spots. A steady, noticeable flow in the river brought life to the scene."
2000-05-27,0.0,16.07,6.76,1.814,"Skies were clear all day; no rain touched the ground. A steady, noticeable flow in the river brought life to the scene."
2000-05-28,0.0,13.64,5.68,1.4556,"Skies were clear all day; no rain touched the ground. The river was lively today, flowing with moderate energy."
2000-05-29,0.0,14.06,4.9,1.2273,"A completely dry day—no signs of rain. A steady, noticeable flow in the river brought life to the scene."
2000-05-30,0.0,15.79,1.11,1.0655,"With no rain around, everything seems a bit dusty. A steady, noticeable flow in the river brought life to the scene."
2000-05-31,0.0,20.86,4.32,0.9387,"A completely dry day—no signs of rain. The river flowed gently, enough to keep the water clear."
2000-06-01,0.0,22.27,8.1,0.8245,"A completely dry day—no signs of rain. With a quiet pace, the river meandered gently along."
2000-06-02,0.0,26.37,7.24,0.7262,Skies were clear all day; no rain touched the ground. A smooth and gentle flow was visible in the river today.
2000-06-03,0.85,19.4,7.91,0.6786,"A bit of drizzle came down, just enough to be felt. With a quiet pace, the river meandered gently along."
2000-06-04,0.0,20.54,4.14,0.6216,"A completely dry day—no signs of rain. With a quiet pace, the river meandered gently along."
2000-06-05,0.26,14.82,1.87,0.5518,"With no rain around, everything seems a bit dusty. With a quiet pace, the river meandered gently along."
2000-06-06,0.0,18.49,3.12,0.5074,"Not a drop of rain today; it feels like the area could use some moisture. With a quiet pace, the river meandered gently along."
2000-06-07,7.93,14.65,5.85,0.5201,"The rain came down hard, flooding the usual spots. A smooth and gentle flow was visible in the river today."
2000-06-08,0.85,16.7,2.44,0.5296,"A bit of drizzle came down, just enough to be felt. With a quiet pace, the river meandered gently along."
2000-06-09,2.6,21.37,5.58,0.4757,"A decent rainfall that left the ground well-soaked. A calm river today, trickling at a very slow pace."
2000-06-10,0.0,21.06,8.27,0.4218,"A completely dry day—no signs of rain. The river looked quiet today, with hardly any flow."
2000-06-11,13.96,12.68,4.73,0.5677,"The rain poured down heavily, soaking everything in sight. With a quiet pace, the river meandered gently along."
2000-06-12,7.75,7.51,2.68,1.0497,"It rained quite heavily, leaving deep puddles around. The river was lively today, flowing with moderate energy."
2000-06-13,0.0,17.49,4.07,0.8372,Skies were clear all day; no rain touched the ground. A smooth and gentle flow was visible in the river today.
2000-06-14,0.0,18.43,4.51,0.6596,"Not a drop of rain today; it feels like the area could use some moisture. With a quiet pace, the river meandered gently along."
2000-06-15,0.0,18.45,6.03,0.5328,"With no rain around, everything seems a bit dusty. A smooth and gentle flow was visible in the river today."
2000-06-16,0.0,17.42,9.6,0.482,Not a drop of rain today; it feels like the area could use some moisture. The river was barely moving; it seemed almost stagnant.
2000-06-17,0.0,29.1,13.89,0.4725,"With no rain around, everything seems a bit dusty. Slow and still, the river's flow was almost unnoticeable."
2000-06-18,8.31,28.24,9.62,0.4884,"The rain poured down heavily, soaking everything in sight. A calm river today, trickling at a very slow pace."
2000-06-19,1.24,21.76,10.16,0.4249,"The rain was so light, it hardly made a difference. The river was barely moving; it seemed almost stagnant."
2000-06-20,0.0,22.71,9.21,0.3647,"Skies were clear all day; no rain touched the ground. The river looked quiet today, with hardly any flow."
2000-06-21,0.0,25.63,10.07,0.3266,"With no rain around, everything seems a bit dusty. A calm river today, trickling at a very slow pace."
2000-06-22,6.24,21.22,11.63,0.3393,"It rained quite heavily, leaving deep puddles around. Slow and still, the river's flow was almost unnoticeable."
2000-06-23,0.01,27.4,13.12,0.3266,"A completely dry day—no signs of rain. The river looked quiet today, with hardly any flow."
2000-06-24,0.0,23.65,7.91,0.2918,"A completely dry day—no signs of rain. A calm river today, trickling at a very slow pace."
2000-06-25,0.0,24.72,10.53,0.2791,"Skies were clear all day; no rain touched the ground. Slow and still, the river's flow was almost unnoticeable."
