,dayl(s),prcp(mm/day),srad(W/m2),swe(mm),tmax(C),tmin(C),vp(Pa),PET,QObs(mm/d),mean_temp,month_index,year,month,tmean,user_data,weather_label
1990-03-07,40435.21,0.0,450.35,0.0,-6.73,-24.4,89.62,0.7606,0.8023,-15.565,3,1990,3,-15.565,"A completely dry day—no signs of rain. The river flowed gently, enough to keep the water clear.",dry
1990-03-08,40435.21,0.0,441.48,0.0,-2.33,-18.97,143.0,0.9273,0.7928,-10.649999999999999,3,1990,3,-10.649999999999999,"Not a drop of rain today; it feels like the area could use some moisture. The river moved along quietly, with a gentle, relaxed flow.",dry
1990-03-09,40780.81,0.0,447.96,0.0,2.56,-14.47,197.16,1.1316,0.8023,-5.955,3,1990,3,-5.955,"Not a drop of rain today; it feels like the area could use some moisture. The river moved along quietly, with a gentle, relaxed flow.",dry
1990-03-10,40780.81,0.0,473.65,0.0,8.49,-10.79,273.08,1.3991,0.8372,-1.1499999999999995,3,1990,3,-1.1499999999999995,"A completely dry day—no signs of rain. The river flowed gently, enough to keep the water clear.",dry
1990-03-11,41126.39,0.0,471.0,0.0,10.24,-8.91,317.23,1.5179,0.8879,0.665,3,1990,3,0.665,"Skies were clear all day; no rain touched the ground. The river flowed gently, enough to keep the water clear.",dry
1990-03-12,41126.39,0.0,315.21,0.0,8.58,-1.57,553.33,1.3952,0.9514,3.505,3,1990,3,3.505,Not a drop of rain today; it feels like the area could use some moisture. A smooth and gentle flow was visible in the river today.,dry
1990-03-13,41471.99,0.0,281.3,0.0,8.31,-0.47,589.17,1.3501,1.0465,3.9200000000000004,3,1990,3,3.9200000000000004,"With no rain around, everything seems a bit dusty. A steady, noticeable flow in the river brought life to the scene.",dry
1990-03-14,41550.07,5.19,74.23,0.0,2.97,0.5,639.05,0.6924,1.1575,1.735,3,1990,3,1.735,"A strong rainfall today, making the landscape feel lush and saturated. The river was lively today, flowing with moderate energy.",moderate
1990-03-15,41817.58,3.89,93.19,0.0,3.1,0.14,619.81,0.7519,1.3002,1.62,3,1990,3,1.62,"The rain came down hard, flooding the usual spots. The river was lively today, flowing with moderate energy.",dry
1990-03-16,42163.21,2.74,182.49,0.0,5.76,0.04,611.97,1.0723,1.5729,2.9,3,1990,3,2.9,"Enough rain fell to give the plants a good drink. The river seemed vibrant, moving along with moderate strength.",dry
1990-03-17,42163.21,0.0,360.9,0.0,10.87,0.33,620.93,1.7545,2.1723,5.6,3,1990,3,5.6,"Not a drop of rain today; it feels like the area could use some moisture. The river seemed vibrant, moving along with moderate strength.",dry
1990-03-18,42508.81,7.26,261.24,0.0,11.63,1.47,677.91,1.5008,4.2495,6.550000000000001,3,1990,3,6.550000000000001,"It rained quite heavily, leaving deep puddles around. A fast-moving river today, splashing along with vigor.",moderate
1990-03-19,42508.81,0.0,316.01,0.0,7.1,-1.63,544.18,1.5089,13.6998,2.735,3,1990,3,2.735,"With no rain around, everything seems a bit dusty. A fast-moving river today, splashing along with vigor.",dry
1990-03-20,42854.41,5.96,218.48,0.0,6.08,-1.63,542.49,1.2,10.8139,2.225,3,1990,3,2.225,"A strong rainfall today, making the landscape feel lush and saturated. The river moved swiftly, carrying debris in its strong currents.",moderate
1990-03-21,42854.41,15.2,148.58,0.0,3.39,-1.47,550.42,0.9429,7.8013,0.9600000000000001,3,1990,3,0.9600000000000001,"A strong rainfall today, making the landscape feel lush and saturated. The river rushed past with powerful currents.",wet
1990-03-22,43200.0,0.0,421.67,0.0,3.8,-7.49,345.98,1.6018,6.723,-1.8450000000000002,3,1990,3,-1.8450000000000002,"A completely dry day—no signs of rain. It flowed fast today, with strong, surging energy.",dry
1990-03-23,43545.59,0.0,465.15,0.0,6.98,-6.29,384.94,1.8791,5.7082,0.3450000000000002,3,1990,3,0.3450000000000002,"Not a drop of rain today; it feels like the area could use some moisture. A fast-moving river today, splashing along with vigor.",dry
1990-03-24,43545.59,0.0,556.51,0.0,8.41,-11.65,251.94,1.9548,5.5814,-1.62,3,1990,3,-1.62,"A completely dry day—no signs of rain. The river moved swiftly, carrying debris in its strong currents.",dry
1990-03-25,43891.18,0.0,468.86,0.0,-1.21,-13.87,212.39,1.4451,3.9958,-7.539999999999999,3,1990,3,-7.539999999999999,"Not a drop of rain today; it feels like the area could use some moisture. It flowed fast today, with strong, surging energy.",dry
1990-03-26,43891.18,0.0,538.41,0.0,3.83,-12.99,222.11,1.7838,3.2664,-4.58,3,1990,3,-4.58,Not a drop of rain today; it feels like the area could use some moisture. The river rushed past with powerful currents.,dry
1990-03-27,44236.83,0.0,561.36,0.0,1.92,-17.0,166.95,1.6663,2.5211,-7.54,3,1990,3,-7.54,"A completely dry day—no signs of rain. It flowed fast today, with strong, surging energy.",dry
1990-03-28,44236.83,0.0,460.81,0.0,-4.25,-16.29,177.24,1.3225,2.1406,-10.27,3,1990,3,-10.27,"A completely dry day—no signs of rain. The river was lively today, flowing with moderate energy.",dry
1990-03-29,44582.41,0.0,521.2,0.0,-0.8,-15.69,180.79,1.5856,1.8393,-8.245,3,1990,3,-8.245,"Not a drop of rain today; it feels like the area could use some moisture. A healthy flow in the river, moving at a balanced pace.",dry
1990-03-30,44849.9,0.0,547.28,0.0,1.69,-14.82,194.37,1.7731,1.6554,-6.565,3,1990,3,-6.565,"Not a drop of rain today; it feels like the area could use some moisture. A healthy flow in the river, moving at a balanced pace.",dry
1990-03-31,44928.0,9.09,375.71,0.0,1.82,-11.76,249.14,1.4446,1.6364,-4.97,3,1990,3,-4.97,"The rain came down hard, flooding the usual spots. A healthy flow in the river, moving at a balanced pace.",moderate
1990-04-01,45273.6,0.0,208.22,0.0,2.79,-1.69,545.73,1.2403,1.6142,0.55,4,1990,4,0.55,"A completely dry day—no signs of rain. A steady, noticeable flow in the river brought life to the scene.",dry
1990-04-02,45273.6,3.17,245.2,0.0,6.16,-0.28,598.64,1.5035,1.9059,2.94,4,1990,4,2.94,"Some steady rain brought a refreshing feel to the surroundings. A steady, noticeable flow in the river brought life to the scene.",dry
1990-04-03,45619.2,4.08,150.15,0.0,4.67,0.89,640.1,1.1241,2.1374,2.78,4,1990,4,2.78,"A strong rainfall today, making the landscape feel lush and saturated. The river was lively today, flowing with moderate energy.",moderate
1990-04-04,45619.2,9.35,146.97,0.0,4.88,0.93,645.59,1.1207,3.8372,2.905,4,1990,4,2.905,"A strong rainfall today, making the landscape feel lush and saturated. A fast-moving river today, splashing along with vigor.",moderate
1990-04-05,45964.83,11.4,286.07,0.0,9.0,0.86,642.46,1.8283,9.3552,4.93,4,1990,4,4.93,"The rain poured down heavily, soaking everything in sight. A fast-moving river today, splashing along with vigor.",wet
1990-04-06,45964.83,2.8,340.69,0.0,6.14,-2.0,520.24,1.8847,8.2769,2.07,4,1990,4,2.07,Enough rain fell to give the plants a good drink. The river rushed past with powerful currents.,dry
1990-04-07,46310.42,0.0,444.74,0.0,5.8,-3.52,469.07,2.2483,6.5645,1.14,4,1990,4,1.14,A completely dry day—no signs of rain. The river rushed past with powerful currents.,dry
1990-04-08,46577.91,0.0,421.06,0.0,3.14,-5.16,418.95,2.0206,4.9471,-1.01,4,1990,4,-1.01,"A completely dry day—no signs of rain. A fast-moving river today, splashing along with vigor.",dry
1990-04-09,46655.98,0.0,511.88,0.0,4.29,-6.52,368.28,2.3392,4.0275,-1.1149999999999998,4,1990,4,-1.1149999999999998,"Skies were clear all day; no rain touched the ground. A fast-moving river today, splashing along with vigor.",dry
1990-04-10,47001.59,1.57,544.22,0.0,8.86,-5.22,415.18,2.7352,4.2495,1.8199999999999998,4,1990,4,1.8199999999999998,"Some steady rain brought a refreshing feel to the surroundings. A fast-moving river today, splashing along with vigor.",dry
1990-04-11,47001.59,20.52,239.07,0.0,5.38,-0.23,600.37,1.5703,8.7209,2.5749999999999997,4,1990,4,2.5749999999999997,"The rain poured down heavily, soaking everything in sight. A fast-moving river today, splashing along with vigor.",wet
1990-04-12,47347.21,1.94,409.3,0.0,2.09,-5.26,422.2,2.0112,9.038,-1.585,4,1990,4,-1.585,"Enough rain fell to give the plants a good drink. A fast-moving river today, splashing along with vigor.",dry
1990-04-13,47347.21,0.0,545.26,0.0,3.11,-8.41,320.0,2.4032,5.8985,-2.6500000000000004,4,1990,4,-2.6500000000000004,"Not a drop of rain today; it feels like the area could use some moisture. It flowed fast today, with strong, surging energy.",dry
1990-04-14,47692.81,0.0,577.09,0.0,5.92,-7.39,349.39,2.7199,4.63,-0.7349999999999999,4,1990,4,-0.7349999999999999,"A completely dry day—no signs of rain. The river moved swiftly, carrying debris in its strong currents.",dry
1990-04-15,47692.81,8.13,422.27,0.0,8.85,-4.17,452.72,2.3817,5.7082,2.34,4,1990,4,2.34,"The rain came down hard, flooding the usual spots. The river rushed past with powerful currents.",moderate
1990-04-16,48038.4,16.17,259.94,0.0,6.14,-0.25,600.91,1.7461,9.4503,2.945,4,1990,4,2.945,"A strong rainfall today, making the landscape feel lush and saturated. The river moved swiftly, carrying debris in its strong currents.",wet
1990-04-17,48074.34,0.0,575.56,0.0,11.02,-2.54,509.45,3.3094,8.6575,4.24,4,1990,4,4.24,"A completely dry day—no signs of rain. The river moved swiftly, carrying debris in its strong currents.",dry
1990-04-18,48383.98,10.49,362.07,0.0,5.1,-4.51,441.07,2.0371,8.0867,0.29499999999999993,4,1990,4,0.29499999999999993,"The rain poured down heavily, soaking everything in sight. The river moved swiftly, carrying debris in its strong currents.",moderate
1990-04-19,48579.62,0.0,407.14,0.0,3.38,-4.33,438.13,2.1941,5.5814,-0.4750000000000001,4,1990,4,-0.4750000000000001,"Not a drop of rain today; it feels like the area could use some moisture. It flowed fast today, with strong, surging energy.",dry
1990-04-20,48729.6,0.0,555.24,0.0,10.28,-2.22,514.45,3.2826,4.7252,4.029999999999999,4,1990,4,4.029999999999999,"A completely dry day—no signs of rain. It flowed fast today, with strong, surging energy.",dry
1990-04-21,48997.08,7.79,326.05,0.0,9.54,0.94,641.79,2.2914,5.1057,5.239999999999999,4,1990,4,5.239999999999999,"The rain came down hard, flooding the usual spots. It flowed fast today, with strong, surging energy.",moderate
1990-04-22,49075.16,1.58,503.96,0.0,10.03,-0.37,595.88,3.1912,6.0888,4.83,4,1990,4,4.83,"Enough rain fell to give the plants a good drink. It flowed fast today, with strong, surging energy.",dry
1990-04-23,49416.37,0.21,620.23,0.0,15.52,-0.79,578.77,4.0604,5.4228,7.365,4,1990,4,7.365,"Not a drop of rain today; it feels like the area could use some moisture. A fast-moving river today, splashing along with vigor.",dry
1990-04-24,49420.8,0.0,571.71,0.0,10.21,-2.43,513.37,3.4496,4.5983,3.8900000000000006,4,1990,4,3.8900000000000006,A completely dry day—no signs of rain. The river rushed past with powerful currents.,dry
1990-04-25,49766.42,0.0,631.83,0.0,14.86,-1.94,532.76,4.0565,3.9323,6.46,4,1990,4,6.46,"With no rain around, everything seems a bit dusty. It flowed fast today, with strong, surging energy.",dry
1990-04-26,49766.42,0.0,568.87,0.0,12.83,0.41,626.7,3.818,3.4884,6.62,4,1990,4,6.62,"Skies were clear all day; no rain touched the ground. A fast-moving river today, splashing along with vigor.",dry
1990-04-27,50112.02,0.0,628.94,0.0,20.33,2.81,741.34,4.7777,3.2347,11.569999999999999,4,1990,4,11.569999999999999,"With no rain around, everything seems a bit dusty. The river moved swiftly, carrying debris in its strong currents.",dry
1990-04-28,50112.02,0.3,639.29,0.0,27.87,6.15,885.29,5.4838,3.0951,17.01,4,1990,4,17.01,"A completely dry day—no signs of rain. The river moved swiftly, carrying debris in its strong currents.",dry
1990-04-29,50457.61,0.0,607.69,0.0,18.96,3.11,762.25,4.673,2.7241,11.035,4,1990,4,11.035,"Skies were clear all day; no rain touched the ground. It flowed fast today, with strong, surging energy.",dry
1990-04-30,50457.61,0.0,346.19,0.0,9.8,3.51,786.26,2.6756,2.3309,6.655,4,1990,4,6.655,"A completely dry day—no signs of rain. The river was lively today, flowing with moderate energy.",dry
1990-05-01,50798.73,0.0,550.71,0.0,17.36,4.75,848.0,4.4213,2.0296,11.055,5,1990,5,11.055,"Not a drop of rain today; it feels like the area could use some moisture. The river seemed vibrant, moving along with moderate strength.",dry
1990-05-02,50803.16,1.03,554.66,0.0,19.41,6.33,915.33,4.6802,1.833,12.870000000000001,5,1990,5,12.870000000000001,"The rain was so light, it hardly made a difference. The river seemed vibrant, moving along with moderate strength.",dry
1990-05-03,51070.71,0.0,580.94,0.0,12.18,-1.75,529.26,3.857,1.5539,5.215,5,1990,5,5.215,"Not a drop of rain today; it feels like the area could use some moisture. A healthy flow in the river, moving at a balanced pace.",dry
1990-05-04,51148.79,0.0,603.86,0.0,14.0,-1.66,524.57,4.0964,1.3319,6.17,5,1990,5,6.17,"A completely dry day—no signs of rain. The river seemed vibrant, moving along with moderate strength.",dry
1990-05-05,51344.45,0.0,594.71,0.0,16.02,0.32,603.1,4.3344,1.3161,8.17,5,1990,5,8.17,"Skies were clear all day; no rain touched the ground. A healthy flow in the river, moving at a balanced pace.",dry
1990-05-06,51494.37,10.71,230.6,0.0,7.45,1.34,673.24,1.8831,2.3055,4.3950000000000005,5,1990,5,4.3950000000000005,"The rain poured down heavily, soaking everything in sight. A healthy flow in the river, moving at a balanced pace.",moderate
1990-05-07,51569.96,4.43,399.04,0.0,11.14,-1.15,566.91,2.8864,2.2167,4.995,5,1990,5,4.995,"The rain poured down heavily, soaking everything in sight. A steady, noticeable flow in the river brought life to the scene.",moderate
1990-05-08,51840.01,14.63,361.57,0.0,11.74,1.01,657.77,2.8235,4.2812,6.375,5,1990,5,6.375,"A strong rainfall today, making the landscape feel lush and saturated. It flowed fast today, with strong, surging energy.",wet
1990-05-09,51842.37,0.49,547.01,0.0,15.5,2.14,709.65,4.2588,3.1046,8.82,5,1990,5,8.82,"Skies were clear all day; no rain touched the ground. A fast-moving river today, splashing along with vigor.",dry
1990-05-10,52185.62,3.44,422.31,0.0,22.5,7.96,1073.58,4.1623,2.518,15.23,5,1990,5,15.23,Enough rain fell to give the plants a good drink. The river rushed past with powerful currents.,dry
1990-05-11,52185.62,23.72,320.01,0.0,16.82,7.21,1021.95,3.1028,6.6596,12.015,5,1990,5,12.015,"The rain poured down heavily, soaking everything in sight. The river moved swiftly, carrying debris in its strong currents.",wet
1990-05-12,52526.77,3.08,374.59,0.0,12.82,1.64,687.48,3.0404,6.7547,7.23,5,1990,5,7.23,"Enough rain fell to give the plants a good drink. A fast-moving river today, splashing along with vigor.",dry
1990-05-13,52531.2,0.0,525.64,0.0,17.06,3.96,814.85,4.4386,4.3129,10.51,5,1990,5,10.51,Not a drop of rain today; it feels like the area could use some moisture. The river rushed past with powerful currents.,dry
1990-05-14,52654.68,15.49,215.4,0.0,10.29,4.36,834.9,2.0377,5.2008,7.324999999999999,5,1990,5,7.324999999999999,"The rain came down hard, flooding the usual spots. A fast-moving river today, splashing along with vigor.",wet
1990-05-15,52876.77,0.0,608.07,0.0,20.65,2.59,723.81,5.121,4.186,11.62,5,1990,5,11.62,"Skies were clear all day; no rain touched the ground. The river moved swiftly, carrying debris in its strong currents.",dry
1990-05-16,52876.77,2.41,498.85,0.0,19.79,4.79,863.12,4.4943,3.1427,12.29,5,1990,5,12.29,"Some steady rain brought a refreshing feel to the surroundings. It flowed fast today, with strong, surging energy.",dry
1990-05-17,53217.99,0.0,481.0,0.0,19.01,7.13,1010.24,4.55,2.575,13.07,5,1990,5,13.07,"A completely dry day—no signs of rain. A fast-moving river today, splashing along with vigor.",dry
1990-05-18,53222.43,13.39,216.08,0.0,10.68,4.52,846.12,2.0882,3.3932,7.6,5,1990,5,7.6,"It rained quite heavily, leaving deep puddles around. It flowed fast today, with strong, surging energy.",wet
1990-05-19,53298.03,7.6,175.54,0.0,10.03,5.11,888.64,1.8095,3.9006,7.57,5,1990,5,7.57,"The rain poured down heavily, soaking everything in sight. The river moved swiftly, carrying debris in its strong currents.",moderate
1990-05-20,53568.05,5.47,245.14,0.0,9.34,2.37,729.84,2.1794,4.1226,5.855,5,1990,5,5.855,"A strong rainfall today, making the landscape feel lush and saturated. It flowed fast today, with strong, surging energy.",moderate
1990-05-21,53568.05,1.89,327.66,0.0,10.32,2.43,732.92,2.7698,3.2664,6.375,5,1990,5,6.375,"A decent rainfall that left the ground well-soaked. It flowed fast today, with strong, surging energy.",dry
1990-05-22,53691.54,6.95,192.43,0.0,6.86,1.58,686.36,1.7437,3.2664,4.220000000000001,5,1990,5,4.220000000000001,"It rained quite heavily, leaving deep puddles around. The river rushed past with powerful currents.",moderate
1990-05-23,53913.61,2.05,243.08,0.0,6.27,1.34,670.21,2.0445,3.3298,3.8049999999999997,5,1990,5,3.8049999999999997,"Some steady rain brought a refreshing feel to the surroundings. It flowed fast today, with strong, surging energy.",dry
1990-05-24,53913.61,0.0,364.55,0.0,8.93,1.3,664.0,2.9184,2.6924,5.115,5,1990,5,5.115,A completely dry day—no signs of rain. The river rushed past with powerful currents.,dry
1990-05-25,54037.09,0.0,570.53,0.0,15.5,0.08,611.06,4.5338,2.2072,7.79,5,1990,5,7.79,"A completely dry day—no signs of rain. A healthy flow in the river, moving at a balanced pace.",dry
1990-05-26,54259.2,0.0,596.6,0.0,20.66,1.83,700.91,5.194,1.8203,11.245000000000001,5,1990,5,11.245000000000001,"Skies were clear all day; no rain touched the ground. A healthy flow in the river, moving at a balanced pace.",dry
1990-05-27,54259.2,0.0,589.24,0.0,23.05,4.1,807.18,5.4856,1.5381,13.575,5,1990,5,13.575,"Not a drop of rain today; it feels like the area could use some moisture. A healthy flow in the river, moving at a balanced pace.",dry
1990-05-28,54334.79,0.0,578.13,0.0,24.72,6.41,943.35,5.7288,1.3256,15.565,5,1990,5,15.565,"Skies were clear all day; no rain touched the ground. A healthy flow in the river, moving at a balanced pace.",dry
1990-05-29,54600.36,0.0,556.73,0.0,25.68,8.73,1109.19,5.8687,1.1353,17.205,5,1990,5,17.205,"A completely dry day—no signs of rain. The river seemed vibrant, moving along with moderate strength.",dry
1990-05-30,54604.78,17.96,378.27,0.0,20.05,6.76,981.84,3.8882,2.1628,13.405000000000001,5,1990,5,13.405000000000001,"It rained quite heavily, leaving deep puddles around. The river was lively today, flowing with moderate energy.",wet
1990-05-31,54604.78,5.47,393.67,0.0,14.54,0.72,642.15,3.3792,2.6987,7.63,5,1990,5,7.63,"A strong rainfall today, making the landscape feel lush and saturated. A fast-moving river today, splashing along with vigor.",moderate
1990-06-01,54728.26,1.53,469.31,0.0,18.14,4.36,831.69,4.3799,1.8266,11.25,6,1990,6,11.25,"Some steady rain brought a refreshing feel to the surroundings. The river seemed vibrant, moving along with moderate strength.",dry
1990-06-02,54945.99,0.0,540.18,0.0,25.75,8.84,1146.93,5.8083,1.3478,17.295,6,1990,6,17.295,"With no rain around, everything seems a bit dusty. A healthy flow in the river, moving at a balanced pace.",dry
1990-06-03,54950.41,0.0,498.98,0.0,25.7,11.09,1327.24,5.6484,1.0909,18.395,6,1990,6,18.395,"Not a drop of rain today; it feels like the area could use some moisture. A healthy flow in the river, moving at a balanced pace.",dry
1990-06-04,54950.41,7.26,348.56,0.0,26.13,12.98,1482.0,4.3167,1.0973,19.555,6,1990,6,19.555,"A strong rainfall today, making the landscape feel lush and saturated. The river was lively today, flowing with moderate energy.",moderate
1990-06-05,54986.36,8.86,368.46,0.0,19.11,5.39,909.73,3.7239,1.2241,12.25,6,1990,6,12.25,"The rain poured down heavily, soaking everything in sight. A healthy flow in the river, moving at a balanced pace.",moderate
1990-06-06,55146.09,0.0,491.29,0.0,13.56,0.36,623.08,4.037,0.9831,6.96,6,1990,6,6.96,"Not a drop of rain today; it feels like the area could use some moisture. The river flowed gently, enough to keep the water clear.",dry
1990-06-07,55296.02,2.72,381.48,0.0,15.16,3.73,798.92,3.5673,0.9197,9.445,6,1990,6,9.445,"A decent rainfall that left the ground well-soaked. With a quiet pace, the river meandered gently along.",dry
1990-06-08,55296.02,4.86,357.91,0.0,20.27,6.82,985.69,3.794,0.9863,13.545,6,1990,6,13.545,"The rain came down hard, flooding the usual spots. The river flowed gently, enough to keep the water clear.",moderate
1990-06-09,55296.02,2.84,358.02,0.0,22.74,9.52,1201.99,4.0826,0.8816,16.13,6,1990,6,16.13,"Some steady rain brought a refreshing feel to the surroundings. With a quiet pace, the river meandered gently along.",dry
1990-06-10,55298.38,6.64,156.27,0.0,15.45,10.58,1286.75,2.0348,0.9926,13.015,6,1990,6,13.015,"The rain came down hard, flooding the usual spots. A smooth and gentle flow was visible in the river today.",moderate
1990-06-11,55331.96,29.18,214.6,0.0,13.48,6.71,977.19,2.3512,4.1543,10.095,6,1990,6,10.095,"The rain poured down heavily, soaking everything in sight. The river moved swiftly, carrying debris in its strong currents.",wet
1990-06-12,55419.5,8.41,393.58,0.0,19.56,3.08,763.05,3.8259,4.63,11.32,6,1990,6,11.32,"A strong rainfall today, making the landscape feel lush and saturated. The river rushed past with powerful currents.",moderate
1990-06-13,55563.51,0.0,534.56,0.0,24.23,5.4,912.11,5.4295,2.6765,14.815000000000001,6,1990,6,14.815000000000001,"Not a drop of rain today; it feels like the area could use some moisture. A fast-moving river today, splashing along with vigor.",dry
1990-06-14,55637.16,0.0,519.11,0.0,25.74,7.88,1070.6,5.6122,1.7156,16.81,6,1990,6,16.81,"With no rain around, everything seems a bit dusty. A steady, noticeable flow in the river brought life to the scene.",dry
1990-06-15,55641.59,0.0,470.21,0.0,25.09,10.58,1286.34,5.3816,1.2241,17.835,6,1990,6,17.835,"A completely dry day—no signs of rain. The river seemed vibrant, moving along with moderate strength.",dry
1990-06-16,55641.59,0.0,470.8,0.0,25.87,11.03,1322.1,5.4658,0.9926,18.45,6,1990,6,18.45,A completely dry day—no signs of rain. A smooth and gentle flow was visible in the river today.,dry
1990-06-17,55641.59,0.0,377.59,0.0,25.37,14.5,1652.68,4.784,0.8531,19.935000000000002,6,1990,6,19.935000000000002,Not a drop of rain today; it feels like the area could use some moisture. A smooth and gentle flow was visible in the river today.,dry
1990-06-18,55641.59,1.15,373.06,0.0,26.89,15.27,1741.38,4.8585,0.815,21.08,6,1990,6,21.08,"The rain was so light, it hardly made a difference. The river flowed gently, enough to keep the water clear.",dry
1990-06-19,55641.59,10.0,265.59,0.0,25.77,15.47,1755.25,3.6399,1.833,20.62,6,1990,6,20.62,"A strong rainfall today, making the landscape feel lush and saturated. A steady, noticeable flow in the river brought life to the scene.",moderate
1990-06-20,55641.59,12.08,266.65,0.0,23.66,13.47,1552.61,3.4803,6.2791,18.565,6,1990,6,18.565,"The rain poured down heavily, soaking everything in sight. The river moved swiftly, carrying debris in its strong currents.",wet
1990-06-21,55641.59,2.78,174.53,0.0,18.49,12.9,1476.35,2.3668,4.186,15.695,6,1990,6,15.695,"A decent rainfall that left the ground well-soaked. The river moved swiftly, carrying debris in its strong currents.",dry
1990-06-22,55641.59,1.0,216.11,0.0,18.69,13.0,1492.8,2.7865,2.9112,15.845,6,1990,6,15.845,"The rain was so light, it hardly made a difference. The river moved swiftly, carrying debris in its strong currents.",dry
1990-06-23,55641.59,5.27,277.72,0.0,23.9,13.08,1503.14,3.5793,2.2865,18.49,6,1990,6,18.49,"The rain came down hard, flooding the usual spots. A healthy flow in the river, moving at a balanced pace.",moderate
1990-06-24,55641.59,26.83,118.85,0.0,17.08,13.12,1502.34,1.7909,5.2643,15.099999999999998,6,1990,6,15.099999999999998,"It rained quite heavily, leaving deep puddles around. The river rushed past with powerful currents.",wet
1990-06-25,55641.59,7.33,292.14,0.0,23.56,12.51,1446.34,3.682,6.2156,18.035,6,1990,6,18.035,"A strong rainfall today, making the landscape feel lush and saturated. The river moved swiftly, carrying debris in its strong currents.",moderate
1990-06-26,55641.59,2.49,355.37,0.0,23.65,12.31,1424.72,4.3112,3.9323,17.98,6,1990,6,17.98,"The rain today was steady but not overwhelming, just enough to freshen things up. It flowed fast today, with strong, surging energy.",dry
1990-06-27,55641.59,0.0,474.49,0.0,27.09,11.85,1388.31,5.6303,2.6385,19.47,6,1990,6,19.47,"Not a drop of rain today; it feels like the area could use some moisture. It flowed fast today, with strong, surging energy.",dry
1990-06-28,55637.16,2.76,328.71,0.0,25.56,13.57,1560.65,4.197,2.0581,19.564999999999998,6,1990,6,19.564999999999998,"The rain today was steady but not overwhelming, just enough to freshen things up. A steady, noticeable flow in the river brought life to the scene.",dry
1990-06-29,55563.51,0.0,440.4,0.0,20.38,8.08,1086.59,4.645,1.5349,14.23,6,1990,6,14.23,"Not a drop of rain today; it feels like the area could use some moisture. A steady, noticeable flow in the river brought life to the scene.",dry
1990-06-30,55491.66,9.26,311.09,0.0,21.0,9.74,1218.91,3.6037,1.4461,15.370000000000001,6,1990,6,15.370000000000001,"The rain poured down heavily, soaking everything in sight. A steady, noticeable flow in the river brought life to the scene.",moderate
1990-07-01,55371.62,7.06,298.27,0.0,22.63,11.84,1387.25,3.6516,1.4524,17.235,7,1990,7,17.235,"A strong rainfall today, making the landscape feel lush and saturated. A healthy flow in the river, moving at a balanced pace.",moderate
1990-07-02,55331.96,12.43,192.89,0.0,18.43,12.3,1424.05,2.5084,1.7981,15.365,7,1990,7,15.365,"It rained quite heavily, leaving deep puddles around. A steady, noticeable flow in the river brought life to the scene.",wet
1990-07-03,55296.02,0.0,467.0,0.0,24.59,10.93,1314.53,5.3132,1.592,17.759999999999998,7,1990,7,17.759999999999998,"A completely dry day—no signs of rain. The river seemed vibrant, moving along with moderate strength.",dry
1990-07-04,55296.02,3.6,326.86,0.0,24.95,12.65,1470.66,4.063,1.2241,18.8,7,1990,7,18.8,"The rain came down hard, flooding the usual spots. A steady, noticeable flow in the river brought life to the scene.",dry
1990-07-05,55296.02,1.41,360.88,0.0,24.9,15.56,1768.4,4.624,1.0211,20.23,7,1990,7,20.23,"A few sprinkles were enough to dampen the earth a little. The river was lively today, flowing with moderate energy.",dry
1990-07-06,55217.95,0.0,490.16,0.0,21.01,6.78,982.03,4.9464,0.8372,13.895000000000001,7,1990,7,13.895000000000001,Skies were clear all day; no rain touched the ground. A smooth and gentle flow was visible in the river today.,dry
1990-07-07,55073.9,0.0,468.28,0.0,18.85,5.98,932.78,4.5731,0.7072,12.415000000000001,7,1990,7,12.415000000000001,"With no rain around, everything seems a bit dusty. The river moved along quietly, with a gentle, relaxed flow.",dry
1990-07-08,54952.77,0.0,469.01,0.0,19.43,6.41,952.92,4.6271,0.6184,12.92,7,1990,7,12.92,"With no rain around, everything seems a bit dusty. With a quiet pace, the river meandered gently along.",dry
1990-07-09,54950.41,7.04,357.3,0.0,23.73,9.61,1208.96,4.0775,0.5835,16.67,7,1990,7,16.67,"A strong rainfall today, making the landscape feel lush and saturated. The river moved along quietly, with a gentle, relaxed flow.",moderate
1990-07-10,54950.41,0.0,421.4,0.0,25.36,13.45,1552.43,5.0681,0.5803,19.405,7,1990,7,19.405,"Skies were clear all day; no rain touched the ground. With a quiet pace, the river meandered gently along.",dry
1990-07-11,54872.33,0.0,432.54,0.0,23.65,11.38,1350.39,4.9102,0.4852,17.515,7,1990,7,17.515,"A completely dry day—no signs of rain. The river looked quiet today, with hardly any flow.",dry
1990-07-12,54640.72,0.0,470.77,0.0,23.1,9.1,1167.81,5.022,0.4027,16.1,7,1990,7,16.1,A completely dry day—no signs of rain. The river was barely moving; it seemed almost stagnant.,dry
1990-07-13,54604.78,0.0,454.24,0.0,20.88,8.2,1095.67,4.6829,0.3552,14.54,7,1990,7,14.54,"A completely dry day—no signs of rain. The river looked quiet today, with hardly any flow.",dry
1990-07-14,54604.78,0.0,494.49,0.0,24.02,8.63,1130.23,5.2207,0.314,16.325,7,1990,7,16.325,"Skies were clear all day; no rain touched the ground. The river looked quiet today, with hardly any flow.",dry
